"STATION","NAME","DATE","ACMH","ACSH","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WESD","WSF1","WSF2","WSF5","WSFG","WT01","WT02","WT03","WT04","WT05","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT16","WT18","WT21","WV01","WV03","WV20"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-05-21","   80","   80","8.05"," 2250"," 1923","0.00","0.0","0.0",,"71","53",,"  230",,,"  225",,"16.1",,,"23.0",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-05-22","   90","   90","10.96"," 0950"," 1301","0.04","0.0","0.0",,"70","58",,"  200",,,"  225",,"17.0",,,"35.6","    1",,,,,,,,,,,"    1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-05-23","   50","   40","19.46"," 1955"," 1628","0.08","0.0","0.0",,"62","52",,"  280",,,"  270",,"32.0",,,"42.5",,,,,,,,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-05-24","   30","   20","18.12"," 1555"," 1727","0.00","0.0","0.0",,"63","50",,"  280",,,"  270",,"25.1",,,"31.1",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-05-25","   70","   70","12.75"," 1355"," 1309","0.02","0.0","0.0",,"63","49",,"  290",,,"  315",,"23.9",,,"31.1",,,,,,,,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-05-26","  100","  100","9.40"," 1352"," 1342","0.11","0.0","0.0",,"71","51",,"  240",,,"  225",,"23.9",,,"31.1",,,,,,,,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-05-27","  100","  100","9.84"," 0354"," 0408","0.92","0.0","0.0",,"62","56",,"  190",,,"  180",,"15.0",,,"21.9","    1",,,,,,,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-05-28","   80","   80","16.78"," 0853"," 1547","0.00","0.0","0.0",,"63","53",,"  280",,,"  270",,"25.1",,,"32.2","    1",,,,,,,,,,,"    1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-05-29","   80","   70","11.86"," 1451"," 1416","0.00","0.0","0.0",,"66","54",,"  270",,,"  270",,"21.0",,,"23.0",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-05-30","  100","  100","12.53"," 1450"," 1318","0.28","0.0","0.0",,"64","55",,"  220",,,"  225",,"19.9",,,"34.4","    1",,,,,,,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-05-31","   50","   60","12.08"," 1650"," 1713","0.00","0.0","0.0",,"64","53",,"  280",,,"  270",,"21.0",,,"25.3",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-06-01","   10","   20","12.30"," 1650"," 1656","0.00","0.0","0.0",,"68","51",,"  290",,,"  315",,"25.1",,,"32.2",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-06-02","   20","   10","12.30"," 1352"," 1635","0.00","0.0","0.0",,"69","50",,"  310",,,"  270",,"23.9",,,"32.2",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-06-03","   30","   20","12.30"," 1750",,"0.00","0.0","0.0",,"73","53",,"  280",,,"  270",,"25.1",,,"34.4",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-06-04","    0","    0","19.91"," 1854"," 1816","0.00","0.0","0.0",,"68","53",,"  300",,,"  315",,"30.0",,,"44.7",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-06-05","   10","    0","21.47"," 1551"," 1530","0.00","0.0","0.0",,"68","52",,"  290",,,"  270",,"36.0",,,"46.1",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-06-06","   90","   90","14.99"," 1553"," 0051","0.00","0.0","0.0",,"67","57",,"  280",,,"  270",,"25.9",,,"31.1","    1",,,,,,,,,,,"    1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-06-07","    0","    0","15.21"," 1553"," 1429","0.00","0.0","0.0",,"74","54",,"  300",,,"  270",,"23.9",,,"30.0",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-06-08","    0","    0","12.75"," 1454"," 1659","0.00","0.0","0.0",,"87","56",,"  290",,,"  315",,"25.1",,,"32.2",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-06-09","   90","  100","15.21"," 2352"," 1259","0.00","0.0","0.0",,"75","54",,"  290",,,"  270",,"25.1",,,"35.6",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-06-10","   30","   20","20.13"," 1952"," 1530","0.00","0.0","0.0",,"67","54",,"  280",,,"  270",,"28.0",,,"40.3","    1",,,,,,,,,,,"    1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-06-11","    0","    0","16.11"," 1950"," 1704","0.00","0.0","0.0",,"70","51",,"  290",,,"  315",,"30.0",,,"42.5",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-06-12","    0","    0","18.79"," 1651"," 2249","0.00","0.0","0.0",,"70","52",,"  280",,,"  270",,"31.1",,,"38.0",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-06-13","   10","   10","17.22"," 1050"," 1105","0.00","0.0","0.0",,"63","46",,"  290",,,"  270",,"30.0",,,"36.7",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-06-14","   40","   30","11.86"," 1451"," 1434","0.00","0.0","0.0",,"67","53",,"  240",,,"  225",,"21.0",,,"38.0",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-06-15","  100","  100","11.86"," 1252"," 1401","0.00","0.0","0.0",,"62","55",,"  270",,,"  270",,"17.0",,,"25.3",,,,,,,,,,,,"    1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-06-16","   70","   50","13.65"," 1751"," 1606","0.00","0.0","0.0",,"65","54",,"  270",,,"  270",,"21.0",,,"26.4",,,,,,,,,,,,"    1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-06-17","   30","   10","12.08"," 1650"," 1305","0.00","0.0","0.0",,"68","52",,"  280",,,"  270",,"19.9",,,"25.3",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-06-18","   50","   50","12.53"," 1753"," 1407","0.00","0.0","0.0",,"70","53",,"  310",,,"  315",,"19.9",,,"24.2",,,,,,,,,,,,"    1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-06-19","    0","    0","10.96"," 1850"," 1721","0.00","0.0","0.0",,"87","51",,"  310",,,"  315",,"21.0",,,"24.2",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-06-20","    0","    0","10.07"," 1550"," 1548","0.00","0.0","0.0",,"92","58",,"  300",,,"  315",,"21.9",,,"24.2",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-06-21","   50","   50","10.96"," 2150"," 1406","0.00","0.0","0.0",,"76","57",,"  240",,,"  360",,"17.0",,,"23.0",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-06-22","   90","   90","12.97"," 1450"," 1137","0.00","0.0","0.0",,"70","58",,"  290",,,"  270",,"17.9",,,"27.5",,,,,,,,,,,,"    1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-06-23","   90","   80","14.99"," 1750"," 1336","0.00","0.0","0.0",,"67","57",,"  270",,,"  270",,"21.9",,,"28.9",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-06-24","   60","   60","15.21"," 1352"," 1326","0.00","0.0","0.0",,"64","55",,"  280",,,"  270",,"25.1",,,"30.0",,,,,,,,,,,,"    1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-06-25","   10","   10","14.54"," 1450"," 1513","0.00","0.0","0.0",,"70","54",,"  300",,,"  270",,"23.0",,,"27.5",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-06-26","   10","   10","13.20"," 1250"," 1525","0.00","0.0","0.0",,"71","53",,"  320",,,"  315",,"21.0",,,"28.9",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-06-27","   20","   10","18.34"," 1650"," 1700","0.00","0.0","0.0",,"72","56",,"  280",,,"  270",,"30.0",,,"40.3","    1",,,,,,,,,,,"    1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-06-28","   40","   30","17.00"," 1816"," 1752","0.00","0.0","0.0",,"69","54",,"  290",,,"  270",,"33.1",,,"39.1","    1",,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-06-29","   60","   60","14.99"," 1651"," 1731","0.00","0.0","0.0",,"66","55",,"  290",,,"  270",,"21.0",,,"27.5","    1",,,,,,,,,,,"    1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-06-30","   10","   10","14.54"," 1353"," 1432","0.00","0.0","0.0",,"73","54",,"  290",,,"  270",,"23.0",,,"28.9",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-07-01","   70","   70","16.11"," 2152"," 2135","0.00","0.0","0.0",,"71","54",,"  280",,,"  270",,"23.9",,,"31.1",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-07-02","   20","   10","20.58"," 1451"," 1451","0.00","0.0","0.0",,"69","54",,"  290",,,"  270",,"32.0",,,"42.5",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-07-03","   20","   30","15.43"," 1551"," 1957","0.00","0.0","0.0",,"69","52",,"  290",,,"  270",,"23.0",,,"30.0",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-07-04","   30","   20","12.75"," 1150"," 1218","0.00","0.0","0.0",,"73","57",,"  310",,,"  315",,"19.9",,,"23.0",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-07-05","   40","   10","8.72"," 1850"," 1548","0.00","0.0","0.0",,"80","58",,"  290",,,"  315",,"17.0",,,"26.4","    1",,,,,,,,,,,"    1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-07-06","   30","   10","18.12"," 1750"," 1614","0.00","0.0","0.0",,"70","56",,"  290",,,"  270",,"29.1",,,"38.0",,,,,,,,,,,,"    1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-07-07","   30","   10","12.53"," 1553"," 1430","0.00","0.0","0.0",,"74","54",,"  290",,,"  270",,"21.0",,,"27.5",,,,,,,,,,,,"    1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-07-08","   40","   40","10.51"," 1650"," 1607","0.00","0.0","0.0",,"72","59",,"  250",,,"  270",,"21.9",,,"25.3",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-07-09","   30","   20","11.63"," 1751"," 1804","0.00","0.0","0.0",,"74","57",,"  320",,,"  315",,"23.0",,,"26.4",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-07-10","    0","    0","13.42"," 1552"," 1547","0.00","0.0","0.0",,"81","55",,"  310",,,"  315",,"25.1",,,"26.4",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-07-11","   40","   50","14.32"," 1452"," 1453","0.00","0.0","0.0",,"82","55",,"  320",,,"  315",,"25.1",,,"27.5",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-07-12","   50","   40","17.45"," 1450"," 1726","0.00","0.0","0.0",,"74","59",,"  310",,,"  315",,"28.0",,,"32.2",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-07-13","   30","   40","16.55"," 1450"," 1522","0.00","0.0","0.0",,"75","57",,"  310",,,"  315",,"29.1",,,"32.2",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-07-14","   30","   30","15.66"," 1550"," 1511","0.00","0.0","0.0",,"69","56",,"  300",,,"  315",,"23.9",,,"30.0","    1",,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-07-15","   60","   60","7.61"," 0511"," 1628","0.00","0.0","0.0",,"78","56",,"  200",,,"  180",,"13.0",,,"18.3",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-07-16","   60","   70","8.05"," 2050"," 1734","0.01","0.0","0.0",,"74","59",,"  280",,,"  270",,"14.1",,,"23.0",,,,,,,,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-07-17","   20","   30","12.53"," 1450"," 1338","0.00","0.0","0.0",,"73","60",,"  300",,,"  315",,"23.0",,,"26.4",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-07-18","   70","   80","15.43"," 1350"," 1451","0.00","0.0","0.0",,"72","59",,"  300",,,"  315",,"23.0",,,"28.9",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-07-19","   20","   20","15.66"," 1350"," 1710","0.00","0.0","0.0",,"71","58",,"  310",,,"  315",,"23.0",,,"27.5",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-07-20","   40","   30","16.55"," 1550"," 1444","0.00","0.0","0.0",,"71","57",,"  310",,,"  315",,"25.9",,,"30.0","    1",,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-07-21","   50","   30","14.99"," 1350"," 1706","0.00","0.0","0.0",,"70","57",,"  320",,,"  315",,"25.1",,,"30.0","    1",,,,,,,,,,,"    1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-07-22","   70","   60","13.20"," 1150"," 1717","0.00","0.0","0.0",,"68","56",,"  300",,,"  270",,"23.0",,,"27.5","    1",,,,,,,,,,,"    1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-07-23","   60","   60","14.09"," 1550"," 1534","0.00","0.0","0.0",,"64","56",,"  250",,,"  270",,"23.0",,,"30.0",,,,,,,,,,,,"    1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-07-24","   40","   40","14.99"," 1450"," 1428","0.00","0.0","0.0",,"67","57",,"  270",,,"  270",,"28.0",,,"36.7",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-07-25","   20","    0","10.74"," 1453"," 1432","0.00","0.0","0.0",,"74","54",,"  260",,,"  270",,"23.0",,,"26.4",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-07-26","    0","    0","9.84"," 1650"," 1711","0.00","0.0","0.0",,"75","55",,"  320",,,"  315",,"21.0",,,"24.2",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-07-27","   30","   30","12.53"," 1450"," 1442","0.00","0.0","0.0",,"71","55",,"  310",,,"  315",,"23.0",,,"26.4",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-07-28","   40","   30","11.18"," 1550"," 1553","0.00","0.0","0.0",,"72","57",,"  310",,,"  315",,"23.9",,,"28.9",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-07-29","   30","   30","12.08"," 1650"," 1628","0.00","0.0","0.0",,"70","57",,"  300",,,"  270",,"23.0",,,"27.5",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-07-30","   30","   20","10.96"," 1550"," 1413","0.00","0.0","0.0",,"72","56",,"  320",,,"  315",,"19.9",,,"23.0",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-07-31","   40","   30","12.97"," 1350"," 1520","0.00","0.0","0.0",,"72","56",,"  310",,,"  270",,"21.9",,,"26.4",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-08-01","   40","   30","9.17"," 1550"," 1712","0.00","0.0","0.0",,"73","57",,"  310",,,"  315",,"17.9",,,"20.8",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-08-02","   30","   30","7.16"," 1850"," 1746","0.00","0.0","0.0",,"77","57",,"  320",,,"  315",,"12.1",,,"15.0",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-08-03","   30","   30","8.72"," 1750"," 1717","0.00","0.0","0.0",,"77","58",,"  310",,,"  315",,"19.9",,,"23.0",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-08-04","   40","   30","15.43"," 1750"," 1817","0.00","0.0","0.0",,"71","57",,"  300",,,"  315",,"23.9",,,"28.9",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-08-05","   30","   20","14.54"," 1550"," 1611","0.00","0.0","0.0",,"74","57",,"  310",,,"  315",,"25.9",,,"31.1",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-08-06","   40","   40","13.65"," 1450"," 1449","0.00","0.0","0.0",,"77","56",,"  310",,,"  315",,"25.9",,,"30.0",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-08-07","   80","   70","12.97"," 1650"," 1627","0.00","0.0","0.0",,"78","59",,"  310",,,"  315",,"21.9",,,"28.9",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-08-08","   40","   20","12.30"," 1750"," 1716","0.00","0.0","0.0",,"84","58",,"  310",,,"  315",,"25.9",,,"30.0",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-08-09","   50","   30","14.32"," 1450"," 1516","0.00","0.0","0.0",,"75","58",,"  310",,,"  315",,"25.9",,,"30.0",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-08-10","   50","   40","14.54"," 1450"," 1359","0.00","0.0","0.0",,"72","56",,"  320",,,"  315",,"23.0",,,"30.0",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-08-11","   50","   60","15.21"," 1750"," 1748","0.00","0.0","0.0",,"74","55",,"  310",,,"  315",,"25.9",,,"30.0",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-08-12","   50","   50","12.53"," 1150"," 1422","0.00","0.0","0.0",,"68","55",,"  330",,,"  315",,"21.9",,,"27.5",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-08-13","   50","   20","12.30"," 1351"," 1327","0.00","0.0","0.0",,"73","57",,"  310",,,"  315",,"23.0",,,"24.2",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-08-14","  100","  100","16.33"," 1950",,"0.00","0.0","0.0",,"65","58",,"  300",,,,,"25.9",,,,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-08-15","   80","   60","12.08"," 1150",,"0.00","0.0","0.0",,"67","59",,"  290",,,,,"21.0",,,,"    1",,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-08-16","   70","   50","12.08"," 1650",,"0.00","0.0","0.0",,"68","60",,"  270",,,,,"19.9",,,,,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-08-17","   90","   80","12.53"," 1807"," 1623","0.00","0.0","0.0",,"73","62",,"  250",,,"  225",,"23.0",,,"0.0","    1",,,,,,,,,,,"    1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-08-18","   60","   50","15.21"," 1450"," 1823","0.00","0.0","0.0",,"73","61",,"  250",,,"  225",,"21.9",,,"28.9",,,,,,,,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-08-19","   20","   20","13.65"," 1550"," 1853","0.00","0.0","0.0",,"74","60",,"  240",,,"  225",,"23.0",,,"28.9",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-08-20","   50","   40","10.74"," 1350"," 1639","0.00","0.0","0.0",,"74","58",,"  250",,,"  225",,"19.9",,,"23.0",,,,,,,,,,,,"    1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-08-21","   50","   50","12.08"," 1651"," 1525","0.00","0.0","0.0",,"71","58",,"  250",,,"  270",,"25.1",,,"30.0",,,,,,,,,,,,"    1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-08-22","    0","    0","11.18"," 1735"," 1746","0.00","0.0","0.0",,"81","57",,"  260",,,"  315",,"23.0",,,"27.5",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-08-23","   10","    0","13.65"," 2209"," 2209","0.00","0.0","0.0",,"76","58",,"  270",,,"  270",,"32.0",,,"41.4",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-08-24","   80","   80","18.79"," 0750"," 1407","0.00","0.0","0.0",,"68","58",,"  280",,,"  315",,"25.1",,,"35.6",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-08-25","   80","   80","10.74"," 2351"," 0007","0.00","0.0","0.0",,"72","60",,"  290",,,"  270",,"19.9",,,"28.9",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-08-26","   80","   90","10.07"," 1350"," 1258","0.00","0.0","0.0",,"77","61",,"  210",,,"  225",,"21.9",,,"34.4",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-08-27","   20","   10","7.38"," 1650"," 1539","0.00","0.0","0.0",,"79","61",,"  240",,,"  270",,"14.1",,,"31.1",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-08-28","   80","   90","10.96"," 1616"," 1618","0.00","0.0","0.0",,"78","61",,"  270",,,"  270",,"23.9",,,"27.5","    1",,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-08-29","   50","   30","14.09"," 1720"," 1535","0.00","0.0","0.0",,"79","59",,"  270",,,"  270",,"25.1",,,"31.1",,,,,,,,,,,,"    1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-08-30","   50","   20","16.11"," 1050"," 1046","0.00","0.0","0.0",,"72","61",,"  270",,,"  270",,"23.9",,,"31.1",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-08-31","   40","   30","13.65"," 1850"," 1818","0.00","0.0","0.0",,"76","60",,"  270",,,"  270",,"25.9",,,"39.1",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-09-01","   20","    0","13.42"," 1550"," 1413","0.00","0.0","0.0",,"70","58",,"  260",,,"  270",,"25.1",,,"34.4",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-09-02","    0","    0","11.41"," 1653"," 1653","0.00","0.0","0.0",,"78","55",,"  260",,,"  270",,"31.1",,,"40.3",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-09-03","   20","   10","12.75"," 1550"," 1555","0.00","0.0","0.0",,"72","59",,"  270",,,"  270",,"23.0",,,"26.4",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-09-04","   20","    0","9.40"," 1550"," 1352","0.00","0.0","0.0",,"76","59",,"  300",,,"  270",,"17.9",,,"24.2",,,,,,,,,,,,"    1","    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-09-05","    0","    0","10.51"," 1650"," 1621","0.00","0.0","0.0",,"77","56",,"  270",,,"  270",,"23.0",,,"28.9",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-09-06","   10","   20","13.20"," 1650"," 1619","0.00","0.0","0.0",,"73","56",,"  280",,,"  270",,"21.9",,,"28.9",,,,,,,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1990-09-07","    0","    0","13.20"," 1650"," 1729","0.00","0.0","0.0",,"75","57",,"  280",,,"  270",,"25.1",,,"30.0",,,,,,,,,,,,,,,,,,
